ORIGIN,Description,N/A(PCT_ONTIME_DEP),Year
MOD,"Modesto, CA: Modesto City-County-Harry Sham Field",73.55,2014
MOT,"Minot, ND: Minot International",82.12,2014
MQT,"Marquette, MI: Sawyer International",73.89,2014
MRY,"Monterey, CA: Monterey Regional",79.19,2014
MSN,"Madison, WI: Dane County Regional-Truax Field",77.27,2014
MSO,"Missoula, MT: Missoula International",85.66,2014
MSP,"Minneapolis, MN: Minneapolis-St Paul International",82.55,2014
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",78.73,2014
MTJ,"Montrose/Delta, CO: Montrose Regional",72.99,2014
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",73.29,2014
MYR,"Myrtle Beach, SC: Myrtle Beach International",83.69,2014
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",80.73,2014
OAK,"Oakland, CA: Metropolitan Oakland International",72.37,2014
OGG,"Kahului, HI: Kahului Airport",91.41,2014
OKC,"Oklahoma City, OK: Will Rogers World",77.91,2014
OMA,"Omaha, NE: Eppley Airfield",79.87,2014
OME,"Nome, AK: Nome Airport",84.33,2014
ONT,"Ontario, CA: Ontario International",78.62,2014
ORD,"Chicago, IL: Chicago O'Hare International",67.34,2014
ORF,"Norfolk, VA: Norfolk International",78.71,2014
ORH,"Worcester, MA: Worcester Regional",78.8,2014
OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",57.45,2014
OTZ,"Kotzebue, AK: Ralph Wien Memorial",83.7,2014
PAH,"Paducah, KY: Barkley Regional",75.07,2014
PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",75.11,2014
PDX,"Portland, OR: Portland International",84.64,2014
PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",79.6,2014
PHL,"Philadelphia, PA: Philadelphia International",78.89,2014
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",78.6,2014
PIA,"Peoria, IL: General Downing - Peoria International",76.16,2014
PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",75.53,2014
PIH,"Pocatello, ID: Pocatello Regional",93.59,2014
PIT,"Pittsburgh, PA: Pittsburgh International",82.93,2014
PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",88.34,2014
PNS,"Pensacola, FL: Pensacola International",80.54,2014
PPG,"Pago Pago, TT: Pago Pago International",74.11,2014
PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",89.94,2014
PSE,"Ponce, PR: Mercedita",83.5,2014
PSG,"Petersburg, AK: Petersburg James A Johnson",82.51,2014
PSP,"Palm Springs, CA: Palm Springs International",79.07,2014
PUB,"Pueblo, CO: Pueblo Memorial",74.36,2014
PVD,"Providence, RI: Theodore Francis Green State",82.92,2014
PWM,"Portland, ME: Portland International Jetport",78.43,2014
RAP,"Rapid City, SD: Rapid City Regional",78.26,2014
RDD,"Redding, CA: Redding Municipal",72.19,2014
RDM,"Bend/Redmond, OR: Roberts Field",82.64,2014
RDU,"Raleigh/Durham, NC: Raleigh-Durham International",79.03,2014
RHI,"Rhinelander, WI: Rhinelander/Oneida County",84.48,2014
RIC,"Richmond, VA: Richmond International",79.38,2014
RKS,"Rock Springs, WY: Southwest Wyoming Regional",87.25,2014
RNO,"Reno, NV: Reno/Tahoe International",79.8,2014
ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",74.16,2014
ROC,"Rochester, NY: Greater Rochester International",75.78,2014
ROW,"Roswell, NM: Roswell International Air Center",79.33,2014
RST,"Rochester, MN: Rochester International",77.23,2014
RSW,"Fort Myers, FL: Southwest Florida International",79.45,2014
SAF,"Santa Fe, NM: Santa Fe Municipal",78.75,2014
SAN,"San Diego, CA: San Diego International",78.22,2014
SAT,"San Antonio, TX: San Antonio International",79.14,2014
SAV,"Savannah, GA: Savannah/Hilton Head International",76.12,2014
SBA,"Santa Barbara, CA: Santa Barbara Municipal",77.45,2014
SBN,"South Bend, IN: South Bend International",77.47,2014
SBP,"San Luis Obispo, CA: San Luis County Regional",75.46,2014
SCC,"Deadhorse, AK: Deadhorse Airport",83.3,2014
SCE,"State College, PA: University Park",71.25,2014
SDF,"Louisville, KY: Louisville Muhammad Ali International",75.14,2014
SEA,"Seattle, WA: Seattle/Tacoma International",84.34,2014
SFO,"San Francisco, CA: San Francisco International",74.12,2014
SGF,"Springfield, MO: Springfield-Branson National",75.74,2014
SGU,"St. George, UT: St George Regional",90.49,2014
SHV,"Shreveport, LA: Shreveport Regional",75.04,2014
SIT,"Sitka, AK: Sitka Rocky Gutierrez",85.18,2014
SJC,"San Jose, CA: Norman Y. Mineta San Jose International",79.33,2014
SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",76.86,2014
SJU,"San Juan, PR: Luis Munoz Marin International",79.96,2014
SLC,"Salt Lake City, UT: Salt Lake City International",86.72,2014
SMF,"Sacramento, CA: Sacramento International",78.79,2014
SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",87.22,2014
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",79.65,2014
SPI,"Springfield, IL: Abraham Lincoln Capital",74.47,2014
SPN,"Saipan, TT: Francisco C. Ada Saipan International",100.0,2014
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",79.64,2014
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",78.25,2014
STC,"St. Cloud, MN: St. Cloud Regional",71.09,2014
STL,"St. Louis, MO: St Louis Lambert International",73.45,2014
STT,"Charlotte Amalie, VI: Cyril E King",83.51,2014
STX,"Christiansted, VI: Henry E. Rohlsen",83.8,2014
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",76.84,2014
SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",75.71,2014
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",80.93,2014
SYR,"Syracuse, NY: Syracuse Hancock International",76.44,2014
TLH,"Tallahassee, FL: Tallahassee International",81.93,2014
TOL,"Toledo, OH: Toledo Express",78.15,2014
TPA,"Tampa, FL: Tampa International",78.58,2014
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",84.93,2014
TTN,"Trenton, NJ: Trenton Mercer",74.93,2014
TUL,"Tulsa, OK: Tulsa International",77.98,2014
TUS,"Tucson, AZ: Tucson International",81.32,2014
TVC,"Traverse City, MI: Cherry Capital",75.24,2014
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",92.31,2014
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",80.59,2014
TYR,"Tyler, TX: Tyler Pounds Regional",79.26,2014
TYS,"Knoxville, TN: McGhee Tyson",74.64,2014
UST,"St. Augustine, FL: Northeast Florida Regional",61.36,2014
VEL,"Vernal, UT: Vernal Regional",95.37,2014
VLD,"Valdosta, GA: Valdosta Regional",82.5,2014
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",80.88,2014
WRG,"Wrangell, AK: Wrangell Airport",85.54,2014
WYS,"West Yellowstone, MT: Yellowstone",92.57,2014
XNA,"Fayetteville, AR: Northwest Arkansas Regional",74.36,2014
YAK,"Yakutat, AK: Yakutat Airport",86.33,2014
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",89.93,2014
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",84.0,2015
ABI,"Abilene, TX: Abilene Regional",82.61,2015
ABQ,"Albuquerque, NM: Albuquerque International Sunport",81.09,2015
ABR,"Aberdeen, SD: Aberdeen Regional",87.33,2015
ABY,"Albany, GA: Southwest Georgia Regional",83.49,2015
ACK,"Nantucket, MA: Nantucket Memorial",74.62,2015
ACT,"Waco, TX: Waco Regional",80.97,2015
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",74.9,2015
ACY,"Atlantic City, NJ: Atlantic City International",80.68,2015
ADK,"Adak Island, AK: Adak",51.43,2015
ADQ,"Kodiak, AK: Kodiak Airport",83.71,2015
AEX,"Alexandria, LA: Alexandria International",82.18,2015
AGS,"Augusta, GA: Augusta Regional at Bush Field",84.37,2015
AKN,"King Salmon, AK: King Salmon Airport",85.71,2015
ALB,"Albany, NY: Albany International",85.23,2015
ALO,"Waterloo, IA: Waterloo Regional",83.09,2015
AMA,"Amarillo, TX: Rick Husband Amarillo International",82.7,2015
ANC,"Anchorage, AK: Ted Stevens Anchorage International",87.45,2015
APN,"Alpena, MI: Alpena County Regional",83.07,2015
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",66.92,2015
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",82.11,2015
ATW,"Appleton, WI: Appleton International",83.75,2015
AUS,"Austin, TX: Austin - Bergstrom International",81.14,2015
AVL,"Asheville, NC: Asheville Regional",83.43,2015
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",84.38,2015
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",82.66,2015
BDL,"Hartford, CT: Bradley International",83.51,2015
BET,"Bethel, AK: Bethel Airport",85.82,2015
BFL,"Bakersfield, CA: Meadows Field",84.04,2015
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",88.27,2015
BGR,"Bangor, ME: Bangor International",89.57,2015
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",83.07,2015
BIL,"Billings, MT: Billings Logan International",91.25,2015
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",85.23,2015
BJI,"Bemidji, MN: Bemidji Regional",92.87,2015
BLI,"Bellingham, WA: Bellingham International",92.83,2015
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",83.73,2015
BNA,"Nashville, TN: Nashville International",80.21,2015
BOI,"Boise, ID: Boise Air Terminal",83.98,2015
BOS,"Boston, MA: Logan International",80.16,2015
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",73.49,2015
BQK,"Brunswick, GA: Brunswick Golden Isles",85.57,2015
BQN,"Aguadilla, PR: Rafael Hernandez",76.44,2015
BRD,"Brainerd, MN: Brainerd Lakes Regional",92.99,2015
BRO,"Brownsville, TX: Brownsville South Padre Island International",84.1,2015
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",83.33,2015
BTM,"Butte, MT: Bert Mooney",91.77,2015
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",79.45,2015
BTV,"Burlington, VT: Burlington International",80.97,2015
BUF,"Buffalo, NY: Buffalo Niagara International",83.72,2015
BUR,"Burbank, CA: Bob Hope",84.24,2015
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",74.71,2015
BZN,"Bozeman, MT: Bozeman Yellowstone International",86.8,2015
CAE,"Columbia, SC: Columbia Metropolitan",81.72,2015
CAK,"Akron, OH: Akron-Canton Regional",86.38,2015
CDC,"Cedar City, UT: Cedar City Regional",90.42,2015
CDV,"Cordova, AK: Merle K Mudhole Smith",85.22,2015
CEC,"Crescent City, CA: Jack McNamara Field",64.74,2015
CHA,"Chattanooga, TN: Lovell Field",83.03,2015
CHO,"Charlottesville, VA: Charlottesville Albemarle",78.66,2015
CHS,"Charleston, SC: Charleston AFB/International",82.95,2015
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",80.36,2015
CIU,"Sault Ste. Marie, MI: Chippewa County International",83.73,2015
CLD,"Carlsbad, CA: McClellan-Palomar",86.58,2015
CLE,"Cleveland, OH: Cleveland-Hopkins International",82.53,2015
CLL,"College Station/Bryan, TX: Easterwood Field",84.69,2015
CLT,"Charlotte, NC: Charlotte Douglas International",82.31,2015
CMH,"Columbus, OH: John Glenn Columbus International",81.25,2015
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",82.43,2015
CMX,"Hancock/Houghton, MI: Houghton County Memorial",82.6,2015
CNY,"Moab, UT: Canyonlands Field",96.6,2015
COD,"Cody, WY: Yellowstone Regional",82.33,2015
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",83.73,2015
COU,"Columbia, MO: Columbia Regional",78.62,2015
CPR,"Casper, WY: Casper/Natrona County International",88.86,2015
CRP,"Corpus Christi, TX: Corpus Christi International",80.4,2015
CRW,"Charleston/Dunbar, WV: Yeager",79.46,2015
CSG,"Columbus, GA: Columbus Airport",85.59,2015
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",81.84,2015
CWA,"Mosinee, WI: Central Wisconsin",84.79,2015
DAB,"Daytona Beach, FL: Daytona Beach International",88.22,2015
DAL,"Dallas, TX: Dallas Love Field",75.66,2015
DAY,"Dayton, OH: James M Cox/Dayton International",82.08,2015
DBQ,"Dubuque, IA: Dubuque Regional",82.66,2015
DCA,"Washington, DC: Ronald Reagan Washington National",82.18,2015
DEN,"Denver, CO: Denver International",77.05,2015
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",76.63,2015
DHN,"Dothan, AL: Dothan Regional",83.53,2015
DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",90.59,2015
DLG,"Dillingham, AK: Dillingham Airport",84.42,2015
DLH,"Duluth, MN: Duluth International",82.54,2015
DRO,"Durango, CO: Durango La Plata County",83.79,2015
DSM,"Des Moines, IA: Des Moines International",80.38,2015
DTW,"Detroit, MI: Detroit Metro Wayne County",82.62,2015
DVL,"Devils Lake, ND: Devils Lake Regional",80.14,2015
EAU,"Eau Claire, WI: Chippewa Valley Regional",80.96,2015
ECP,"Panama City, FL: Northwest Florida Beaches International",87.66,2015
EGE,"Eagle, CO: Eagle County Regional",75.58,2015
EKO,"Elko, NV: Elko Regional",92.81,2015
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",85.35,2015
ELP,"El Paso, TX: El Paso International",83.22,2015
ERI,"Erie, PA: Erie International/Tom Ridge Field",83.06,2015
ESC,"Escanaba, MI: Delta County",88.02,2015
EUG,"Eugene, OR: Mahlon Sweet Field",83.31,2015
EVV,"Evansville, IN: Evansville Regional",82.8,2015
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",86.03,2015
EWR,"Newark, NJ: Newark Liberty International",74.59,2015
EYW,"Key West, FL: Key West International",86.39,2015
FAI,"Fairbanks, AK: Fairbanks International",87.63,2015
FAR,"Fargo, ND: Hector International",84.16,2015
FAT,"Fresno, CA: Fresno Yosemite International",82.45,2015
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",83.9,2015
FCA,"Kalispell, MT: Glacier Park International",89.71,2015
FLG,"Flagstaff, AZ: Flagstaff Pulliam",85.2,2015
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",79.04,2015
FNT,"Flint, MI: Bishop International",86.63,2015
FSD,"Sioux Falls, SD: Joe Foss Field",81.48,2015
FSM,"Fort Smith, AR: Fort Smith Regional",82.85,2015
FWA,"Fort Wayne, IN: Fort Wayne International",82.36,2015
GCC,"Gillette, WY: Gillette Campbell County",89.4,2015
GCK,"Garden City, KS: Garden City Regional",84.69,2015
GEG,"Spokane, WA: Spokane International",87.5,2015
GFK,"Grand Forks, ND: Grand Forks International",88.97,2015
GGG,"Longview, TX: East Texas Regional",79.34,2015
GJT,"Grand Junction, CO: Grand Junction Regional",89.04,2015
GNV,"Gainesville, FL: Gainesville Regional",82.76,2015
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",85.57,2015
GRB,"Green Bay, WI: Green Bay Austin Straubel International",85.46,2015
GRI,"Grand Island, NE: Central Nebraska Regional",85.67,2015
GRK,"Killeen, TX: Robert Gray AAF",82.65,2015
GRR,"Grand Rapids, MI: Gerald R. Ford International",83.05,2015
GSO,"Greensboro/High Point, NC: Piedmont Triad International",80.2,2015
GSP,"Greer, SC: Greenville-Spartanburg International",83.74,2015
GST,"Gustavus, AK: Gustavus Airport",58.44,2015
GTF,"Great Falls, MT: Great Falls International",92.58,2015
GTR,"Columbus, MS: Golden Triangle Regional",86.8,2015
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",76.26,2015
GUM,"Guam, TT: Guam International",72.88,2015
HDN,"Hayden, CO: Yampa Valley",76.9,2015
HIB,"Hibbing, MN: Range Regional",88.49,2015
HLN,"Helena, MT: Helena Regional",93.85,2015
HNL,"Honolulu, HI: Daniel K Inouye International",90.74,2015
HOB,"Hobbs, NM: Lea County Regional",87.5,2015
HOU,"Houston, TX: William P Hobby",75.69,2015
HPN,"White Plains, NY: Westchester County",76.53,2015
HRL,"Harlingen/San Benito, TX: Valley International",87.46,2015
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",84.91,2015
HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",75.9,2015
HYS,"Hays, KS: Hays Regional",84.98,2015
IAD,"Washington, DC: Washington Dulles International",78.64,2015
IAG,"Niagara Falls, NY: Niagara Falls International",81.4,2015
IAH,"Houston, TX: George Bush Intercontinental/Houston",78.13,2015
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",81.1,2015
IDA,"Idaho Falls, ID: Idaho Falls Regional",91.05,2015
ILG,"Wilmington, DE: New Castle",58.0,2015
ILM,"Wilmington, NC: Wilmington International",87.42,2015
IMT,"Iron Mountain/Kingsfd, MI: Ford",89.97,2015
IND,"Indianapolis, IN: Indianapolis International",83.07,2015
INL,"International Falls, MN: Falls International Einarson Field",88.68,2015
ISN,"Williston, ND: Sloulin Field International",87.66,2015
ISP,"Islip, NY: Long Island MacArthur",79.63,2015
ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",67.65,2015
ITO,"Hilo, HI: Hilo International",93.24,2015
JAC,"Jackson, WY: Jackson Hole",83.1,2015
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",83.85,2015
JAX,"Jacksonville, FL: Jacksonville International",83.08,2015
JFK,"New York, NY: John F. Kennedy International",77.99,2015
JLN,"Joplin, MO: Joplin Regional",80.11,2015
JMS,"Jamestown, ND: Jamestown Regional",78.69,2015
JNU,"Juneau, AK: Juneau International",84.36,2015
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",90.87,2015
KTN,"Ketchikan, AK: Ketchikan International",83.71,2015
LAN,"Lansing, MI: Capital Region International",85.18,2015
LAR,"Laramie, WY: Laramie Regional",86.59,2015
LAS,"Las Vegas, NV: McCarran International",78.42,2015
LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",79.18,2015
LAX,"Los Angeles, CA: Los Angeles International",78.66,2015
LBB,"Lubbock, TX: Lubbock Preston Smith International",82.28,2015
LBE,"Latrobe, PA: Arnold Palmer Regional",76.61,2015
LCH,"Lake Charles, LA: Lake Charles Regional",86.54,2015
LEX,"Lexington, KY: Blue Grass",84.5,2015
LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",83.08,2015
LGA,"New York, NY: LaGuardia",74.67,2015
LGB,"Long Beach, CA: Long Beach Airport",82.44,2015
LIH,"Lihue, HI: Lihue Airport",91.3,2015
LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",81.4,2015
LNK,"Lincoln, NE: Lincoln Airport",86.08,2015
LRD,"Laredo, TX: Laredo International",85.57,2015
LSE,"La Crosse, WI: La Crosse Regional",85.42,2015
LWS,"Lewiston, ID: Lewiston Nez Perce County",97.19,2015
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",81.32,2015
MBS,"Saginaw/Bay City/Midland, MI: MBS International",80.89,2015
MCI,"Kansas City, MO: Kansas City International",83.01,2015
MCO,"Orlando, FL: Orlando International",79.02,2015
MDT,"Harrisburg, PA: Harrisburg International",84.93,2015
MDW,"Chicago, IL: Chicago Midway International",74.48,2015
MEI,"Meridian, MS: Key Field",79.92,2015
MEM,"Memphis, TN: Memphis International",82.19,2015
MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",82.98,2015
MFR,"Medford, OR: Rogue Valley International - Medford",83.67,2015
MGM,"Montgomery, AL: Montgomery Regional",81.78,2015
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",84.87,2015
MHT,"Manchester, NH: Manchester-Boston Regional",84.0,2015
MIA,"Miami, FL: Miami International",76.6,2015
MKE,"Milwaukee, WI: General Mitchell International",82.99,2015
MKG,"Muskegon, MI: Muskegon County",75.17,2015
MLB,"Melbourne, FL: Melbourne International",86.88,2015
MLI,"Moline, IL: Quad City International",80.51,2015
MLU,"Monroe, LA: Monroe Regional",83.24,2015
MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",65.38,2015
MOB,"Mobile, AL: Mobile Regional",83.81,2015
MOT,"Minot, ND: Minot International",86.8,2015
MQT,"Marquette, MI: Sawyer International",82.12,2015
MRY,"Monterey, CA: Monterey Regional",81.24,2015
MSN,"Madison, WI: Dane County Regional-Truax Field",84.56,2015
MSO,"Missoula, MT: Missoula International",89.99,2015
MSP,"Minneapolis, MN: Minneapolis-St Paul International",84.76,2015
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",82.62,2015
MTJ,"Montrose/Delta, CO: Montrose Regional",81.53,2015
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",68.98,2015
MYR,"Myrtle Beach, SC: Myrtle Beach International",78.12,2015
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",83.81,2015
OAK,"Oakland, CA: Metropolitan Oakland International",78.75,2015
OGG,"Kahului, HI: Kahului Airport",88.14,2015
OKC,"Oklahoma City, OK: Will Rogers World",82.4,2015
OMA,"Omaha, NE: Eppley Airfield",83.6,2015
