ORIGIN,Description,N/A(PCT_ONTIME_DEP),Year
ATY,"Watertown, SD: Watertown Regional",87.42,2020
AUS,"Austin, TX: Austin - Bergstrom International",85.57,2020
AVL,"Asheville, NC: Asheville Regional",78.22,2020
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",82.32,2020
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",76.13,2020
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",86.0,2020
BDL,"Hartford, CT: Bradley International",86.49,2020
BET,"Bethel, AK: Bethel Airport",72.51,2020
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",88.94,2020
BFL,"Bakersfield, CA: Meadows Field",88.45,2020
BFM,"Mobile, AL: Mobile Downtown",68.09,2020
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",83.0,2020
BGR,"Bangor, ME: Bangor International",82.49,2020
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",84.93,2020
BIL,"Billings, MT: Billings Logan International",88.35,2020
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",84.2,2020
BJI,"Bemidji, MN: Bemidji Regional",92.11,2020
BKG,"Branson, MO: Branson Airport",82.81,2020
BLI,"Bellingham, WA: Bellingham International",72.17,2020
BLV,"Belleville, IL: Scott AFB/MidAmerica",71.82,2020
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",84.82,2020
BNA,"Nashville, TN: Nashville International",85.7,2020
BOI,"Boise, ID: Boise Air Terminal",89.74,2020
BOS,"Boston, MA: Logan International",85.62,2020
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",86.78,2020
BQK,"Brunswick, GA: Brunswick Golden Isles",91.85,2020
BQN,"Aguadilla, PR: Rafael Hernandez",72.06,2020
BRD,"Brainerd, MN: Brainerd Lakes Regional",93.12,2020
BRO,"Brownsville, TX: Brownsville South Padre Island International",90.65,2020
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",81.35,2020
BTM,"Butte, MT: Bert Mooney",91.71,2020
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",86.96,2020
BTV,"Burlington, VT: Burlington International",83.72,2020
BUF,"Buffalo, NY: Buffalo Niagara International",84.17,2020
BUR,"Burbank, CA: Bob Hope",84.7,2020
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",83.85,2020
BZN,"Bozeman, MT: Bozeman Yellowstone International",88.27,2020
CAE,"Columbia, SC: Columbia Metropolitan",86.59,2020
CAK,"Akron, OH: Akron-Canton Regional",83.31,2020
CDB,"Cold Bay, AK: Cold Bay Airport",34.09,2020
CDC,"Cedar City, UT: Cedar City Regional",94.89,2020
CDV,"Cordova, AK: Merle K Mudhole Smith",86.36,2020
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",86.55,2020
CHA,"Chattanooga, TN: Lovell Field",86.59,2020
CHO,"Charlottesville, VA: Charlottesville Albemarle",83.42,2020
CHS,"Charleston, SC: Charleston AFB/International",85.89,2020
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",82.81,2020
CIU,"Sault Ste. Marie, MI: Chippewa County International",87.18,2020
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",84.82,2020
CLE,"Cleveland, OH: Cleveland-Hopkins International",86.8,2020
CLL,"College Station/Bryan, TX: Easterwood Field",86.32,2020
CLT,"Charlotte, NC: Charlotte Douglas International",84.43,2020
CMH,"Columbus, OH: John Glenn Columbus International",87.29,2020
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",82.06,2020
CMX,"Hancock/Houghton, MI: Houghton County Memorial",87.37,2020
CNY,"Moab, UT: Canyonlands Field",85.11,2020
COD,"Cody, WY: Yellowstone Regional",88.08,2020
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",85.74,2020
COU,"Columbia, MO: Columbia Regional",81.48,2020
CPR,"Casper, WY: Casper/Natrona County International",89.55,2020
CRP,"Corpus Christi, TX: Corpus Christi International",85.48,2020
CRW,"Charleston/Dunbar, WV: Yeager",81.87,2020
CSG,"Columbus, GA: Columbus Airport",90.13,2020
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",84.97,2020
CWA,"Mosinee, WI: Central Wisconsin",86.48,2020
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",80.27,2020
DAB,"Daytona Beach, FL: Daytona Beach International",87.13,2020
DAL,"Dallas, TX: Dallas Love Field",83.89,2020
DAY,"Dayton, OH: James M Cox/Dayton International",86.04,2020
DBQ,"Dubuque, IA: Dubuque Regional",86.31,2020
DCA,"Washington, DC: Ronald Reagan Washington National",83.8,2020
DDC,"Dodge City, KS: Dodge City Regional",90.02,2020
DEC,"Decatur, IL: Decatur Airport",90.99,2020
DEN,"Denver, CO: Denver International",85.16,2020
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",83.09,2020
DHN,"Dothan, AL: Dothan Regional",85.71,2020
DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",89.42,2020
DLG,"Dillingham, AK: Dillingham Airport",80.71,2020
DLH,"Duluth, MN: Duluth International",85.05,2020
DRO,"Durango, CO: Durango La Plata County",85.87,2020
DRT,"Del Rio, TX: Del Rio International",86.17,2020
DSM,"Des Moines, IA: Des Moines International",85.74,2020
DTW,"Detroit, MI: Detroit Metro Wayne County",88.08,2020
DVL,"Devils Lake, ND: Devils Lake Regional",87.03,2020
EAR,"Kearney, NE: Kearney Regional",87.14,2020
EAU,"Eau Claire, WI: Chippewa Valley Regional",87.91,2020
ECP,"Panama City, FL: Northwest Florida Beaches International",87.92,2020
EGE,"Eagle, CO: Eagle County Regional",74.11,2020
EKO,"Elko, NV: Elko Regional",92.97,2020
ELM,"Elmira/Corning, NY: Elmira/Corning Regional",87.13,2020
ELP,"El Paso, TX: El Paso International",86.7,2020
ERI,"Erie, PA: Erie International/Tom Ridge Field",87.24,2020
ESC,"Escanaba, MI: Delta County",84.94,2020
EUG,"Eugene, OR: Mahlon Sweet Field",87.71,2020
EVV,"Evansville, IN: Evansville Regional",86.46,2020
EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",82.04,2020
EWR,"Newark, NJ: Newark Liberty International",82.36,2020
EYW,"Key West, FL: Key West International",83.44,2020
FAI,"Fairbanks, AK: Fairbanks International",90.92,2020
FAR,"Fargo, ND: Hector International",83.84,2020
FAT,"Fresno, CA: Fresno Yosemite International",86.82,2020
FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",85.14,2020
FCA,"Kalispell, MT: Glacier Park International",89.67,2020
FLG,"Flagstaff, AZ: Flagstaff Pulliam",86.84,2020
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",83.76,2020
FNT,"Flint, MI: Bishop International",82.99,2020
FSD,"Sioux Falls, SD: Joe Foss Field",82.14,2020
FSM,"Fort Smith, AR: Fort Smith Regional",85.44,2020
FWA,"Fort Wayne, IN: Fort Wayne International",86.13,2020
GCC,"Gillette, WY: Gillette Campbell County",85.45,2020
GCK,"Garden City, KS: Garden City Regional",86.59,2020
GEG,"Spokane, WA: Spokane International",89.58,2020
GFK,"Grand Forks, ND: Grand Forks International",83.64,2020
GGG,"Longview, TX: East Texas Regional",84.85,2020
GJT,"Grand Junction, CO: Grand Junction Regional",87.73,2020
GNV,"Gainesville, FL: Gainesville Regional",85.17,2020
GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",86.38,2020
GRB,"Green Bay, WI: Green Bay Austin Straubel International",87.5,2020
GRI,"Grand Island, NE: Central Nebraska Regional",83.65,2020
GRK,"Killeen, TX: Robert Gray AAF",85.54,2020
GRR,"Grand Rapids, MI: Gerald R. Ford International",84.42,2020
GSO,"Greensboro/High Point, NC: Piedmont Triad International",84.69,2020
GSP,"Greer, SC: Greenville-Spartanburg International",85.48,2020
GST,"Gustavus, AK: Gustavus Airport",86.59,2020
GTF,"Great Falls, MT: Great Falls International",88.59,2020
GTR,"Columbus, MS: Golden Triangle Regional",88.52,2020
GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",83.03,2020
GUM,"Guam, TT: Guam International",92.64,2020
HDN,"Hayden, CO: Yampa Valley",80.64,2020
HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",77.14,2020
HHH,"Hilton Head, SC: Hilton Head Airport",85.42,2020
HIB,"Hibbing, MN: Range Regional",90.39,2020
HLN,"Helena, MT: Helena Regional",90.67,2020
HNL,"Honolulu, HI: Daniel K Inouye International",89.28,2020
HOB,"Hobbs, NM: Lea County Regional",82.03,2020
HOU,"Houston, TX: William P Hobby",83.3,2020
HPN,"White Plains, NY: Westchester County",76.9,2020
HRL,"Harlingen/San Benito, TX: Valley International",87.84,2020
HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",85.18,2020
HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",75.97,2020
HVN,"New Haven, CT: Tweed New Haven",86.16,2020
HYA,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",81.82,2020
HYS,"Hays, KS: Hays Regional",89.02,2020
IAD,"Washington, DC: Washington Dulles International",85.94,2020
IAG,"Niagara Falls, NY: Niagara Falls International",67.76,2020
IAH,"Houston, TX: George Bush Intercontinental/Houston",85.99,2020
ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",85.61,2020
IDA,"Idaho Falls, ID: Idaho Falls Regional",87.55,2020
ILM,"Wilmington, NC: Wilmington International",84.71,2020
IMT,"Iron Mountain/Kingsfd, MI: Ford",89.45,2020
IND,"Indianapolis, IN: Indianapolis International",86.28,2020
INL,"International Falls, MN: Falls International Einarson Field",89.75,2020
IPT,"Williamsport, PA: Williamsport Regional",90.14,2020
ISP,"Islip, NY: Long Island MacArthur",83.26,2020
ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",78.87,2020
ITO,"Hilo, HI: Hilo International",90.65,2020
JAC,"Jackson, WY: Jackson Hole",84.33,2020
JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",84.65,2020
JAX,"Jacksonville, FL: Jacksonville International",85.99,2020
JFK,"New York, NY: John F. Kennedy International",85.44,2020
JLN,"Joplin, MO: Joplin Regional",84.64,2020
JMS,"Jamestown, ND: Jamestown Regional",87.47,2020
JNU,"Juneau, AK: Juneau International",87.58,2020
JST,"Johnstown, PA: John Murtha Johnstown-Cambria County",84.0,2020
KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",88.65,2020
KTN,"Ketchikan, AK: Ketchikan International",87.44,2020
LAN,"Lansing, MI: Capital Region International",83.71,2020
LAR,"Laramie, WY: Laramie Regional",87.22,2020
LAS,"Las Vegas, NV: McCarran International",83.58,2020
LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",78.69,2020
LAX,"Los Angeles, CA: Los Angeles International",86.86,2020
LBB,"Lubbock, TX: Lubbock Preston Smith International",84.83,2020
LBE,"Latrobe, PA: Arnold Palmer Regional",89.68,2020
LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",85.99,2020
LBL,"Liberal, KS: Liberal Mid-America Regional",86.88,2020
LCH,"Lake Charles, LA: Lake Charles Regional",82.33,2020
LCK,"Columbus, OH: Rickenbacker International",69.36,2020
LEX,"Lexington, KY: Blue Grass",86.56,2020
LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",86.7,2020
LGA,"New York, NY: LaGuardia",82.9,2020
LGB,"Long Beach, CA: Long Beach Airport",87.61,2020
LIH,"Lihue, HI: Lihue Airport",87.28,2020
LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",85.64,2020
LNK,"Lincoln, NE: Lincoln Airport",82.75,2020
LRD,"Laredo, TX: Laredo International",87.17,2020
LSE,"La Crosse, WI: La Crosse Regional",89.47,2020
LWB,"Lewisburg, WV: Greenbrier Valley",87.52,2020
LWS,"Lewiston, ID: Lewiston Nez Perce County",91.55,2020
LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",82.46,2020
MAF,"Midland/Odessa, TX: Midland International Air and Space Port",85.47,2020
MBS,"Saginaw/Bay City/Midland, MI: MBS International",87.36,2020
MCI,"Kansas City, MO: Kansas City International",86.03,2020
MCO,"Orlando, FL: Orlando International",84.61,2020
MDT,"Harrisburg, PA: Harrisburg International",82.98,2020
MDW,"Chicago, IL: Chicago Midway International",81.95,2020
MEI,"Meridian, MS: Key Field",86.38,2020
MEM,"Memphis, TN: Memphis International",84.97,2020
MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",83.42,2020
MFR,"Medford, OR: Rogue Valley International - Medford",88.6,2020
MGM,"Montgomery, AL: Montgomery Regional",84.04,2020
MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",85.15,2020
MHT,"Manchester, NH: Manchester-Boston Regional",86.7,2020
MIA,"Miami, FL: Miami International",85.3,2020
MKE,"Milwaukee, WI: General Mitchell International",86.8,2020
MKG,"Muskegon, MI: Muskegon County",86.63,2020
MLB,"Melbourne, FL: Melbourne International",86.51,2020
MLI,"Moline, IL: Quad City International",84.23,2020
MLU,"Monroe, LA: Monroe Regional",86.84,2020
MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",52.59,2020
MOB,"Mobile, AL: Mobile Regional",85.2,2020
MOT,"Minot, ND: Minot International",86.39,2020
MQT,"Marquette, MI: Sawyer International",86.23,2020
MRY,"Monterey, CA: Monterey Regional",85.2,2020
MSN,"Madison, WI: Dane County Regional-Truax Field",85.65,2020
MSO,"Missoula, MT: Missoula International",87.28,2020
MSP,"Minneapolis, MN: Minneapolis-St Paul International",88.34,2020
MSY,"New Orleans, LA: Louis Armstrong New Orleans International",82.22,2020
MTJ,"Montrose/Delta, CO: Montrose Regional",82.4,2020
MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",92.51,2020
MYR,"Myrtle Beach, SC: Myrtle Beach International",86.44,2020
OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",86.68,2020
OAK,"Oakland, CA: Metropolitan Oakland International",85.56,2020
OGD,"Ogden, UT: Ogden-Hinckley",68.69,2020
OGG,"Kahului, HI: Kahului Airport",86.6,2020
OGS,"Ogdensburg, NY: Ogdensburg International",79.64,2020
OKC,"Oklahoma City, OK: Will Rogers World",86.99,2020
OMA,"Omaha, NE: Eppley Airfield",87.28,2020
OME,"Nome, AK: Nome Airport",85.64,2020
ONT,"Ontario, CA: Ontario International",87.33,2020
ORD,"Chicago, IL: Chicago O'Hare International",84.66,2020
ORF,"Norfolk, VA: Norfolk International",85.22,2020
ORH,"Worcester, MA: Worcester Regional",78.48,2020
OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",83.86,2020
OTZ,"Kotzebue, AK: Ralph Wien Memorial",82.0,2020
OWB,"Owensboro, KY: Owensboro Daviess County Regional",78.79,2020
PAE,"Everett, WA: Snohomish County",83.76,2020
PAH,"Paducah, KY: Barkley Regional",87.69,2020
PBG,"Plattsburgh, NY: Plattsburgh International",78.53,2020
PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",83.13,2020
PDX,"Portland, OR: Portland International",88.48,2020
PGD,"Punta Gorda, FL: Punta Gorda Airport",78.45,2020
PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",85.51,2020
PHL,"Philadelphia, PA: Philadelphia International",85.96,2020
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",86.24,2020
PIA,"Peoria, IL: General Downing - Peoria International",83.67,2020
PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",84.45,2020
PIE,"St. Petersburg, FL: St Pete Clearwater International",76.35,2020
PIH,"Pocatello, ID: Pocatello Regional",94.31,2020
PIR,"Pierre, SD: Pierre Regional",88.48,2020
PIT,"Pittsburgh, PA: Pittsburgh International",86.94,2020
PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",84.04,2020
PNS,"Pensacola, FL: Pensacola International",85.98,2020
PPG,"Pago Pago, TT: Pago Pago International",61.54,2020
PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",90.26,2020
PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",88.52,2020
PSE,"Ponce, PR: Mercedita",75.56,2020
PSG,"Petersburg, AK: Petersburg James A Johnson",86.68,2020
PSM,"Portsmouth, NH: Portsmouth International at Pease",76.47,2020
PSP,"Palm Springs, CA: Palm Springs International",84.97,2020
PUB,"Pueblo, CO: Pueblo Memorial",87.01,2020
PVD,"Providence, RI: Theodore Francis Green State",84.29,2020
PVU,"Provo, UT: Provo Municipal",70.49,2020
PWM,"Portland, ME: Portland International Jetport",87.2,2020
RAP,"Rapid City, SD: Rapid City Regional",85.79,2020
RDD,"Redding, CA: Redding Municipal",85.71,2020
RDM,"Bend/Redmond, OR: Roberts Field",88.62,2020
RDU,"Raleigh/Durham, NC: Raleigh-Durham International",85.71,2020
RFD,"Rockford, IL: Chicago/Rockford International",75.29,2020
RHI,"Rhinelander, WI: Rhinelander/Oneida County",89.23,2020
RIC,"Richmond, VA: Richmond International",84.82,2020
RIW,"Riverton/Lander, WY: Riverton Regional",75.56,2020
RKS,"Rock Springs, WY: Southwest Wyoming Regional",89.07,2020
RNO,"Reno, NV: Reno/Tahoe International",86.53,2020
ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",84.62,2020
ROC,"Rochester, NY: Greater Rochester International",84.57,2020
ROW,"Roswell, NM: Roswell International Air Center",84.14,2020
RST,"Rochester, MN: Rochester International",85.98,2020
RSW,"Fort Myers, FL: Southwest Florida International",85.59,2020
SAF,"Santa Fe, NM: Santa Fe Municipal",84.04,2020
SAN,"San Diego, CA: San Diego International",87.25,2020
SAT,"San Antonio, TX: San Antonio International",85.2,2020
SAV,"Savannah, GA: Savannah/Hilton Head International",83.99,2020
SBA,"Santa Barbara, CA: Santa Barbara Municipal",86.81,2020
SBN,"South Bend, IN: South Bend International",85.84,2020
SBP,"San Luis Obispo, CA: San Luis County Regional",86.22,2020
SCC,"Deadhorse, AK: Deadhorse Airport",88.54,2020
SCE,"State College, PA: University Park",80.58,2020
SCK,"Stockton, CA: Stockton Metropolitan",69.25,2020
SDF,"Louisville, KY: Louisville Muhammad Ali International",85.78,2020
SEA,"Seattle, WA: Seattle/Tacoma International",87.61,2020
SFB,"Sanford, FL: Orlando Sanford International",72.16,2020
SFO,"San Francisco, CA: San Francisco International",85.96,2020
SGF,"Springfield, MO: Springfield-Branson National",85.44,2020
SGU,"St. George, UT: St George Regional",91.36,2020
SHD,"Staunton, VA: Shenandoah Valley Regional",86.47,2020
SHR,"Sheridan, WY: Sheridan County",84.52,2020
SHV,"Shreveport, LA: Shreveport Regional",86.14,2020
SIT,"Sitka, AK: Sitka Rocky Gutierrez",86.8,2020
SJC,"San Jose, CA: Norman Y. Mineta San Jose International",86.97,2020
SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",83.14,2020
SJU,"San Juan, PR: Luis Munoz Marin International",85.39,2020
SLC,"Salt Lake City, UT: Salt Lake City International",88.08,2020
SLN,"Salina, KS: Salina Regional",86.75,2020
SMF,"Sacramento, CA: Sacramento International",87.51,2020
SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",76.58,2020
SNA,"Santa Ana, CA: John Wayne Airport-Orange County",86.43,2020
SPI,"Springfield, IL: Abraham Lincoln Capital",83.96,2020
SPN,"Saipan, TT: Francisco C. Ada Saipan International",91.77,2020
SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",86.27,2020
SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",81.96,2020
STC,"St. Cloud, MN: St. Cloud Regional",72.34,2020
STL,"St. Louis, MO: St Louis Lambert International",85.88,2020
STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",88.16,2020
STT,"Charlotte Amalie, VI: Cyril E King",85.93,2020
STX,"Christiansted, VI: Henry E. Rohlsen",86.52,2020
SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",81.38,2020
SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",81.97,2020
SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",74.3,2020
SWO,"Stillwater, OK: Stillwater Regional",87.19,2020
SYR,"Syracuse, NY: Syracuse Hancock International",82.6,2020
TLH,"Tallahassee, FL: Tallahassee International",84.79,2020
TOL,"Toledo, OH: Toledo Express",82.08,2020
TPA,"Tampa, FL: Tampa International",85.32,2020
TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",85.19,2020
TTN,"Trenton, NJ: Trenton Mercer",81.21,2020
TUL,"Tulsa, OK: Tulsa International",86.66,2020
TUS,"Tucson, AZ: Tucson International",86.67,2020
TVC,"Traverse City, MI: Cherry Capital",87.79,2020
TWF,"Twin Falls, ID: Joslin Field - Magic Valley Regional",92.21,2020
TXK,"Texarkana, AR: Texarkana Regional-Webb Field",88.12,2020
TYR,"Tyler, TX: Tyler Pounds Regional",82.4,2020
TYS,"Knoxville, TN: McGhee Tyson",84.68,2020
UIN,"Quincy, IL: Quincy Regional-Baldwin Field",100.0,2020
USA,"Concord, NC: Concord Padgett Regional",66.82,2020
VCT,"Victoria, TX: Victoria Regional",89.89,2020
VEL,"Vernal, UT: Vernal Regional",83.39,2020
VLD,"Valdosta, GA: Valdosta Regional",89.05,2020
VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",83.79,2020
WRG,"Wrangell, AK: Wrangell Airport",87.64,2020
WYS,"West Yellowstone, MT: Yellowstone",90.43,2020
XNA,"Fayetteville, AR: Northwest Arkansas Regional",85.08,2020
XWA,"Williston, ND: Williston Basin International",86.0,2020
YAK,"Yakutat, AK: Yakutat Airport",85.4,2020
YUM,"Yuma, AZ: Yuma MCAS/Yuma International",87.12,2020
ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",86.14,2021
ABI,"Abilene, TX: Abilene Regional",85.43,2021
ABQ,"Albuquerque, NM: Albuquerque International Sunport",81.46,2021
ABR,"Aberdeen, SD: Aberdeen Regional",86.27,2021
ABY,"Albany, GA: Southwest Georgia Regional",92.93,2021
ACK,"Nantucket, MA: Nantucket Memorial",70.89,2021
ACT,"Waco, TX: Waco Regional",87.0,2021
ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",84.53,2021
ACY,"Atlantic City, NJ: Atlantic City International",82.16,2021
ADK,"Adak Island, AK: Adak",48.08,2021
ADQ,"Kodiak, AK: Kodiak Airport",81.71,2021
AEX,"Alexandria, LA: Alexandria International",86.61,2021
AGS,"Augusta, GA: Augusta Regional at Bush Field",89.16,2021
AKN,"King Salmon, AK: King Salmon Airport",70.77,2021
ALB,"Albany, NY: Albany International",81.87,2021
ALO,"Waterloo, IA: Waterloo Regional",89.25,2021
ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",88.02,2021
ALW,"Walla Walla, WA: Walla Walla Regional",86.69,2021
AMA,"Amarillo, TX: Rick Husband Amarillo International",76.44,2021
ANC,"Anchorage, AK: Ted Stevens Anchorage International",84.82,2021
APN,"Alpena, MI: Alpena County Regional",84.13,2021
ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",68.5,2021
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",85.13,2021
ATW,"Appleton, WI: Appleton International",85.73,2021
ATY,"Watertown, SD: Watertown Regional",81.21,2021
AUS,"Austin, TX: Austin - Bergstrom International",79.23,2021
AVL,"Asheville, NC: Asheville Regional",80.09,2021
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",86.65,2021
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",75.93,2021
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",91.57,2021
BDL,"Hartford, CT: Bradley International",82.06,2021
BET,"Bethel, AK: Bethel Airport",66.91,2021
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",87.22,2021
BFL,"Bakersfield, CA: Meadows Field",82.84,2021
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",91.51,2021
BGR,"Bangor, ME: Bangor International",81.02,2021
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",82.16,2021
BIH,"Bishop, CA: Bishop Airport",38.46,2021
BIL,"Billings, MT: Billings Logan International",87.58,2021
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",84.99,2021
BJI,"Bemidji, MN: Bemidji Regional",89.51,2021
BKG,"Branson, MO: Branson Airport",69.01,2021
BLI,"Bellingham, WA: Bellingham International",87.06,2021
BLV,"Belleville, IL: Scott AFB/MidAmerica",65.33,2021
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",85.43,2021
BNA,"Nashville, TN: Nashville International",77.85,2021
BOI,"Boise, ID: Boise Air Terminal",87.47,2021
BOS,"Boston, MA: Logan International",85.13,2021
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",84.25,2021
BQK,"Brunswick, GA: Brunswick Golden Isles",92.34,2021
BQN,"Aguadilla, PR: Rafael Hernandez",63.25,2021
BRD,"Brainerd, MN: Brainerd Lakes Regional",90.31,2021
BRO,"Brownsville, TX: Brownsville South Padre Island International",84.63,2021
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",65.19,2021
BTM,"Butte, MT: Bert Mooney",92.32,2021
BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",85.81,2021
BTV,"Burlington, VT: Burlington International",86.06,2021
BUF,"Buffalo, NY: Buffalo Niagara International",83.71,2021
BUR,"Burbank, CA: Bob Hope",78.25,2021
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",69.22,2021
BZN,"Bozeman, MT: Bozeman Yellowstone International",82.44,2021
CAE,"Columbia, SC: Columbia Metropolitan",88.89,2021
CAK,"Akron, OH: Akron-Canton Regional",86.52,2021
CDB,"Cold Bay, AK: Cold Bay Airport",69.23,2021
CDC,"Cedar City, UT: Cedar City Regional",93.59,2021
CDV,"Cordova, AK: Merle K Mudhole Smith",76.93,2021
CGI,"Cape Girardeau, MO: Cape Girardeau Regional",85.49,2021
CHA,"Chattanooga, TN: Lovell Field",88.57,2021
CHO,"Charlottesville, VA: Charlottesville Albemarle",89.62,2021
CHS,"Charleston, SC: Charleston AFB/International",82.91,2021
CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",81.47,2021
CIU,"Sault Ste. Marie, MI: Chippewa County International",88.48,2021
CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",76.9,2021
CLE,"Cleveland, OH: Cleveland-Hopkins International",83.26,2021
CLL,"College Station/Bryan, TX: Easterwood Field",85.54,2021
CLT,"Charlotte, NC: Charlotte Douglas International",85.71,2021
CMH,"Columbus, OH: John Glenn Columbus International",84.74,2021
CMI,"Champaign/Urbana, IL: University of Illinois/Willard",87.58,2021
CMX,"Hancock/Houghton, MI: Houghton County Memorial",82.76,2021
CNY,"Moab, UT: Canyonlands Field",84.82,2021
COD,"Cody, WY: Yellowstone Regional",77.39,2021
COS,"Colorado Springs, CO: City of Colorado Springs Municipal",80.99,2021
COU,"Columbia, MO: Columbia Regional",71.75,2021
CPR,"Casper, WY: Casper/Natrona County International",83.54,2021
CRP,"Corpus Christi, TX: Corpus Christi International",82.91,2021
CRW,"Charleston/Dunbar, WV: Yeager",85.52,2021
CSG,"Columbus, GA: Columbus Airport",86.91,2021
CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",83.29,2021
CWA,"Mosinee, WI: Central Wisconsin",87.86,2021
CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",82.11,2021
DAB,"Daytona Beach, FL: Daytona Beach International",87.89,2021
DAL,"Dallas, TX: Dallas Love Field",61.96,2021
DAY,"Dayton, OH: James M Cox/Dayton International",89.29,2021
